Employee_ID,Name,Age,Gender,Education,Department,Job_Title,Experience,Performance_Rating,Overtime,Work_Mode,City,Company_Size,Marital_Status,Certification_Count,Skills_Score,Years_At_Company,Promotion_Last_5_Years,Annual_Bonus,Monthly_Salary,Years_at_Company
3967,Ms. Megan Jenkins,26.0,Male,Master's,Sales,Finance Analyst,,5.0,No,Office,Chennai,Startup,Married,6.0,76.0,2,Yes,89366,123644,
901,Nicholas Kennedy,59.0,Female,Master's,Sales,Sales Executive,,1.0,No,Hybrid,Gurgaon,Enterprise,Divorced,3.0,70.0,15,Yes,163973,154647,
2540,Brianna Curry,59.0,Male,Bachelor's,Marketing,Network Engineer,24.0,5.0,Yes,Remote,Delhi,Large,Married,8.0,83.0,14,Yes,40375,201600,
3528,Katrina Byrd,32.0,Female,High School,Marketing,Network Engineer,0.0,2.0,No,Office,Delhi,Startup,Single,9.0,59.0,0,Yes,43290,83421,
1342,Diana Jefferson DDS,,Female,Diploma,,Software Engineer,1.0,3.0,No,Office,Pune,Medium,Divorced,10.0,100.0,1,Yes,24490,109696,
2235,Chris Lamb,23.0,Female,Master's,IT,Full Stack Developer,2.0,5.0,No,Hybrid,Chennai,Medium,Married,7.0,,0,Yes,116081,134457,
1932,Scott Williamson,48.0,Male,Diploma,Legal,QA Engineer,11.0,1.0,No,Hybrid,Indore,Large,Married,9.0,62.0,5,Yes,33944,125094,
781,Lisa Coleman,40.0,Male,High School,,HR Executive,10.0,2.0,Yes,Office,Noida,Medium,Married,7.0,62.0,0,No,43395,97994,
4012,Allison Lloyd,,Female,Bachelor's,Research,ML Engineer,19.0,1.0,No,Hybrid,Faridabad,Medium,Married,8.0,84.0,13,No,181203,163637,
1986,James Parker,60.0,Male,PhD,IT,Software Engineer,3.0,2.0,No,Hybrid,Chennai,Startup,Married,6.0,47.0,1,No,154632,126871,
2989,Michael Adams,48.0,Female,Bachelor's,Customer Support,Database Administrator,3.0,4.0,Yes,Office,Chennai,Medium,Married,4.0,63.0,0,Yes,242762,246534,
2020,Andrew Shields,38.0,Male,High School,Marketing,HR Manager,18.0,,No,Office,Delhi,Medium,Single,7.0,40.0,3,No,64379,126976,
2079,Michelle Thomas,32.0,Female,Diploma,Legal,Database Administrator,2.0,2.0,No,Office,Mumbai,Medium,Married,6.0,80.0,0,No,52831,89840,
2708,Shelly Jones,24.0,Male,High School,HR,Cyber Security Analyst,,5.0,No,,Lucknow,Medium,Single,4.0,50.0,1,Yes,185944,106521,
2547,Amy Berry,56.0,Male,Diploma,Sales,Marketing Executive,32.0,4.0,No,,Lucknow,Large,Single,7.0,73.0,4,No,52649,180079,
119,Carol Curry,41.0,Female,High School,Sales,HR Executive,20.0,3.0,Yes,Hybrid,Ghaziabad,Large,Single,9.0,43.0,1,No,184433,143202,
815,Dawn Hutchinson,43.0,Male,Bachelor's,Finance,Accountant,12.0,1.0,No,Hybrid,Gurgaon,Medium,Married,9.0,100.0,1,Yes,91641,127105,
2935,Kelsey Everett,48.0,Female,PhD,Customer Support,Backend Developer,,4.0,No,Office,Hyderabad,Medium,Married,8.0,95.0,5,No,170165,172014,
3561,Thomas Ryan,60.0,Male,Master's,IT,HR Executive,15.0,1.0,No,Office,Bangalore,Large,Single,6.0,90.0,5,Yes,183951,146593,
3359,Mrs. Amy Davidson,36.0,Male,Diploma,Legal,Full Stack Developer,10.0,3.0,No,Remote,Delhi,Startup,Single,6.0,94.0,5,No,136051,126016,
2465,Alyssa Lee,54.0,Male,Bachelor's,Finance,Business Analyst,3.0,5.0,Yes,Office,Kolkata,Large,Married,6.0,73.0,2,No,67901,125873,
616,Karen Cruz,35.0,Female,Bachelor's,Finance,HR Executive,6.0,5.0,Yes,Hybrid,Bangalore,Large,Married,4.0,49.0,0,No,135042,107613,
3225,Angelica Kidd,36.0,Female,Diploma,HR,HR Manager,8.0,2.0,Yes,Remote,Noida,Large,Single,0.0,96.0,7,No,197940,112145,
1256,Megan Avery,33.0,Male,PhD,Sales,Data Engineer,11.0,3.0,No,Office,Faridabad,Medium,Married,4.0,58.0,2,No,176102,169422,
598,Jose Richardson,,Male,Bachelor's,IT,Backend Developer,7.0,,No,,Gurgaon,Medium,Married,6.0,90.0,5,No,113708,123094,
752,Nicholas Huff,34.0,Female,Master's,Customer Support,Product Manager,4.0,5.0,Yes,Hybrid,Hyderabad,Startup,Single,6.0,74.0,3,No,198417,154823,
3067,Charles Bell,54.0,Female,Bachelor's,Research,Software Engineer,17.0,2.0,No,Remote,Chennai,Medium,Single,10.0,53.0,12,No,178118,134997,
4780,James Faulkner,36.0,Female,Master's,Customer Support,Data Analyst,12.0,5.0,No,Office,Pune,Medium,Married,7.0,81.0,6,Yes,147658,160776,
3713,Stephen Rush,54.0,Male,Bachelor's,Administration,Network Engineer,8.0,2.0,Yes,Office,Lucknow,Large,Single,2.0,94.0,5,No,52887,120009,
1189,Dorothy Russell,22.0,Female,,Administration,Data Engineer,1.0,3.0,No,Office,Pune,Enterprise,Married,3.0,97.0,1,No,503796,277898,
3862,Rachel Randolph,57.0,Male,Diploma,HR,Product Manager,21.0,1.0,No,Office,Lucknow,Large,Married,2.0,98.0,7,No,187070,171054,
1066,Melissa Lin,22.0,Female,Bachelor's,Research,Frontend Developer,1.0,2.0,No,Hybrid,Kolkata,Medium,Married,5.0,73.0,0,Yes,162423,104724,
788,Janet Martinez,44.0,Female,Diploma,Finance,Marketing Manager,3.0,4.0,No,Remote,Hyderabad,Enterprise,Single,3.0,47.0,2,No,30663,111143,
4029,William Collins,59.0,Female,Diploma,Customer Support,ML Engineer,0.0,3.0,Yes,Office,Hyderabad,Large,Single,0.0,77.0,0,No,79835,116838,
4753,Stephen Abbott,29.0,Male,Master's,IT,Data Scientist,9.0,,Yes,Hybrid,Jaipur,Large,Single,7.0,85.0,8,No,84500,170793,
2818,Victoria Johnson,33.0,Female,Diploma,Operations,Business Analyst,5.0,1.0,Yes,Office,Mumbai,Enterprise,Single,0.0,55.0,0,No,91157,107150,
1697,Daniel Lopez,53.0,Female,High School,Customer Support,DevOps Engineer,29.0,1.0,No,Office,Ahmedabad,Medium,Married,10.0,44.0,19,No,53532,152720,
2230,Edward Ferguson,41.0,Male,Master's,HR,Cloud Engineer,4.0,,No,Hybrid,Gurgaon,Large,Married,10.0,68.0,3,No,179836,142400,
1751,Richard Barrera,49.0,Male,Diploma,Customer Support,HR Manager,6.0,1.0,No,Office,Ahmedabad,Medium,Single,8.0,40.0,1,Yes,137621,101197,
3760,Sara Vasquez,48.0,Male,Bachelor's,Sales,Frontend Developer,15.0,3.0,No,Office,Pune,Startup,Single,9.0,44.0,0,No,24512,119463,
4055,Samantha Decker,28.0,Female,Master's,Research,QA Engineer,8.0,2.0,No,Office,Kolkata,Enterprise,Married,6.0,79.0,0,No,195313,141511,
957,Mark Schmidt,32.0,Male,High School,Finance,DevOps Engineer,11.0,,No,Hybrid,Chennai,Startup,Married,2.0,70.0,11,No,37341,111137,
3807,Brian Lewis,36.0,Female,Bachelor's,Finance,Project Manager,2.0,3.0,No,Hybrid,Chennai,Medium,Married,6.0,86.0,1,No,92974,120282,
4208,James Solis,42.0,Male,Bachelor's,Marketing,Product Manager,,,Yes,Office,Indore,Medium,Married,9.0,80.0,1,Yes,159538,163545,
4151,Jonathan Marsh,33.0,Male,,Legal,Project Manager,6.0,,Yes,Remote,Jaipur,Enterprise,Married,0.0,53.0,6,Yes,69585,165616,
4606,Karen Brown,37.0,Female,Master's,Customer Support,Marketing Manager,4.0,1.0,No,Office,Lucknow,Large,Married,6.0,75.0,3,Yes,93490,139865,
4149,Kimberly Stevenson,25.0,Male,High School,Research,Full Stack Developer,1.0,4.0,Yes,Office,Gurgaon,Enterprise,Married,4.0,70.0,0,No,62301,111372,
1693,Bradley Wilson,,Female,Bachelor's,Marketing,Network Engineer,5.0,1.0,No,Office,Gurgaon,Large,Married,0.0,54.0,4,No,83412,98023,
1291,Jennifer Smith,56.0,Female,Bachelor's,Research,Data Analyst,7.0,5.0,Yes,Hybrid,Pune,Large,Married,3.0,57.0,0,Yes,258858,390039,
1633,Kelly Ramirez,60.0,Male,Master's,Administration,Product Manager,35.0,3.0,No,Office,Delhi,Startup,Single,5.0,91.0,9,No,65738,244150,
3833,Austin Anderson,,Female,Bachelor's,Research,Data Engineer,,5.0,Yes,Office,Indore,Medium,Single,8.0,64.0,9,No,61948,145030,
2098,Crystal Gomez MD,48.0,Female,Bachelor's,Operations,Data Scientist,22.0,3.0,No,Remote,Ahmedabad,Large,Married,2.0,46.0,9,No,459159,357054,
2394,Seth Jordan,54.0,Female,Diploma,Marketing,Product Manager,25.0,2.0,No,Office,Hyderabad,Large,Single,4.0,65.0,10,No,195377,178726,
4890,Emily Robinson,25.0,Female,Bachelor's,,QA Engineer,0.0,5.0,No,Office,Pune,Startup,Single,3.0,48.0,0,No,198761,80679,
4624,William Gregory,45.0,Female,Bachelor's,Marketing,Frontend Developer,19.0,,Yes,Office,Gurgaon,Large,Married,7.0,85.0,0,No,41515,146633,
2388,Heather Smith,29.0,Male,Diploma,Research,Network Engineer,,2.0,Yes,Office,Bangalore,Medium,Married,9.0,40.0,0,No,118911,98543,
3977,Andre Bishop,23.0,Female,Master's,Operations,Accountant,2.0,3.0,No,Office,Pune,Large,Married,3.0,52.0,1,Yes,21610,110897,
3438,Justin Allen,36.0,Female,Bachelor's,IT,Data Scientist,8.0,5.0,No,Hybrid,Jaipur,Large,Single,5.0,85.0,2,No,524396,469353,
4348,Jay Soto,21.0,Female,Bachelor's,Administration,Data Engineer,0.0,1.0,No,Office,Ghaziabad,Medium,Single,,41.0,0,Yes,68938,110883,
2948,Paul Martinez,46.0,Male,Master's,IT,Cyber Security Analyst,22.0,3.0,No,Office,Faridabad,Enterprise,Single,5.0,,11,No,186961,203623,
3327,Marc Grant,35.0,Female,Bachelor's,Legal,Accountant,,3.0,No,Hybrid,Pune,Medium,Married,2.0,88.0,15,No,103231,128764,
611,Robert Norman,40.0,Male,Bachelor's,Customer Support,Business Analyst,16.0,4.0,Yes,Hybrid,Kolkata,Large,Single,10.0,57.0,7,No,55577,161900,
4881,Lisa Frazier,32.0,Male,PhD,HR,Database Administrator,12.0,5.0,No,Office,Jaipur,Startup,Single,6.0,41.0,11,Yes,144242,168087,
4039,Alicia Miller,59.0,Female,Bachelor's,Administration,Data Scientist,27.0,3.0,No,Office,Faridabad,Large,Single,5.0,,16,Yes,99949,205142,
4929,Adrian Grant,,Male,Bachelor's,HR,Accountant,3.0,1.0,Yes,,Pune,Enterprise,Married,3.0,91.0,2,No,68910,110392,
4535,Gina Garcia,58.0,Male,Diploma,Research,HR Executive,16.0,5.0,No,Remote,Pune,Enterprise,Married,5.0,79.0,9,Yes,175616,151274,
1249,Justin Watkins,36.0,Male,Bachelor's,Sales,Accountant,4.0,4.0,No,Office,Mumbai,Enterprise,Single,4.0,81.0,2,No,74551,113020,
4011,Bradley Branch,36.0,Male,,Sales,QA Engineer,5.0,2.0,Yes,Office,Delhi,Startup,Married,6.0,68.0,2,No,33531,90093,
1398,Natalie Burke,24.0,Male,Master's,Sales,Data Analyst,1.0,5.0,Yes,Remote,Ghaziabad,Startup,Single,4.0,99.0,0,No,123528,116682,
3913,Cindy Holmes,46.0,Female,Diploma,Research,Marketing Executive,9.0,1.0,No,Hybrid,Delhi,Medium,Married,9.0,96.0,2,Yes,173442,120720,
4896,William Conner,52.0,Male,Diploma,Administration,Cyber Security Analyst,23.0,4.0,No,Hybrid,Hyderabad,Medium,Married,9.0,75.0,16,Yes,177849,192945,
1745,Pamela Cain,58.0,Female,High School,Administration,Accountant,34.0,3.0,Yes,Hybrid,Noida,Startup,Single,2.0,100.0,14,Yes,93863,176619,
883,Audrey Jackson,54.0,Female,High School,Legal,Backend Developer,1.0,1.0,Yes,Office,Jaipur,Enterprise,Single,2.0,85.0,1,No,78945,98767,
3257,Christian Calderon,48.0,Female,Master's,HR,HR Executive,14.0,4.0,No,Hybrid,Jaipur,Medium,Married,3.0,55.0,4,No,171188,129031,
2716,Tamara Rowland,51.0,Female,Diploma,Operations,Cloud Engineer,17.0,2.0,No,Office,Ghaziabad,Startup,Single,5.0,57.0,8,No,122591,126139,
951,Reginald Hernandez,27.0,Male,Master's,Legal,Network Engineer,2.0,4.0,No,Office,Hyderabad,Large,Married,10.0,86.0,2,No,21320,131688,
2401,Mr. William Martin,24.0,Male,PhD,Marketing,Database Administrator,2.0,2.0,No,Office,Indore,Startup,Single,8.0,46.0,0,No,138374,129140,
214,Nicholas Carpenter,59.0,Male,Bachelor's,Research,Data Scientist,15.0,3.0,No,Office,Mumbai,Enterprise,Married,0.0,51.0,6,No,133053,165156,
3063,Michael Brown,46.0,Male,Master's,Legal,Data Analyst,12.0,,No,Hybrid,Indore,Large,Single,4.0,74.0,6,Yes,140155,147627,
2681,Suzanne Palmer,58.0,Female,Master's,IT,Cloud Engineer,27.0,2.0,No,Office,Gurgaon,Large,Single,0.0,67.0,19,No,49998,184425,
533,Brenda Mcgee,49.0,Female,Bachelor's,Finance,Data Analyst,29.0,3.0,Yes,Office,Gurgaon,Enterprise,Married,0.0,,8,No,87945,188309,
4734,Melissa Ortiz,55.0,Female,High School,Research,HR Executive,4.0,5.0,Yes,Office,Jaipur,Medium,Single,6.0,82.0,1,No,183433,96341,
4577,Roy Mclean,60.0,Male,Diploma,Research,Cyber Security Analyst,23.0,1.0,Yes,Office,Hyderabad,Medium,Single,9.0,57.0,2,No,177845,153980,
4295,Terri Parker,,Male,Master's,Marketing,HR Executive,1.0,5.0,Yes,Hybrid,Kolkata,Large,Married,6.0,91.0,0,No,178250,123461,
624,Melissa Kane,47.0,Female,,HR,Data Analyst,19.0,2.0,No,Office,Bangalore,Large,Single,5.0,79.0,14,No,179855,142848,
1411,Cameron Gill,27.0,Male,Bachelor's,IT,Data Scientist,3.0,5.0,No,Office,Mumbai,Startup,Single,8.0,67.0,2,Yes,103126,136369,
3011,Antonio Stewart,,Female,Bachelor's,Research,Cyber Security Analyst,20.0,2.0,No,Office,Bangalore,Startup,Married,3.0,44.0,9,No,90870,144338,
1054,Leah Cruz,33.0,Female,Bachelor's,Research,Frontend Developer,11.0,3.0,No,Office,Chennai,Large,Married,1.0,78.0,8,No,136193,128324,
1990,Jonathan Andrews,59.0,Female,Diploma,IT,Cyber Security Analyst,,1.0,No,,Chennai,Medium,Married,6.0,100.0,7,Yes,162794,129362,
1154,Mrs. Sonia Blanchard,,Female,,Operations,Software Engineer,,1.0,No,Office,Chennai,Startup,Single,4.0,55.0,7,Yes,123429,119321,
2497,Misty Pittman,54.0,Male,,Legal,HR Manager,32.0,5.0,No,Office,Chennai,Medium,Married,9.0,99.0,9,No,177529,198791,
3987,Christine Colon,51.0,Female,,Finance,Software Engineer,3.0,4.0,Yes,Hybrid,Jaipur,Medium,Married,5.0,49.0,0,No,106538,124261,
4591,Nicholas Owens,55.0,Male,Master's,,Backend Developer,6.0,,No,Office,Delhi,Medium,Single,,41.0,4,No,58060,123365,
4045,Reginald Rogers,40.0,Male,Diploma,,Marketing Executive,11.0,1.0,Yes,Remote,Mumbai,Medium,Married,9.0,73.0,11,Yes,159411,123627,
3384,Diane Garza,,Female,Diploma,Marketing,Sales Executive,21.0,3.0,No,Office,Faridabad,Large,Married,3.0,96.0,8,No,94442,132531,
4436,Martin Rodriguez,,Male,Bachelor's,IT,Frontend Developer,4.0,3.0,No,Office,Bangalore,Medium,Divorced,10.0,48.0,2,Yes,20125,116361,
80,Michael Mcgrath,47.0,Male,Bachelor's,HR,Marketing Manager,16.0,5.0,No,Office,Lucknow,Startup,Single,1.0,67.0,14,No,624624,283338,
4410,Shannon Rose,38.0,Male,PhD,Operations,HR Executive,13.0,4.0,No,Office,Pune,Startup,Divorced,6.0,61.0,8,Yes,145061,150077,
4716,Michelle Howell,49.0,Female,Diploma,HR,Full Stack Developer,28.0,5.0,Yes,Office,Bangalore,Enterprise,Divorced,9.0,54.0,7,No,116976,193387,
831,Karen Garner,22.0,Female,High School,HR,Accountant,2.0,4.0,Yes,Hybrid,Noida,Enterprise,Divorced,10.0,44.0,2,No,108405,102409,
416,Kristie Price,25.0,Male,Diploma,,ML Engineer,0.0,2.0,Yes,,Indore,Medium,Married,6.0,67.0,0,Yes,166161,126540,
4554,Catherine Watson,52.0,Female,Diploma,Customer Support,Frontend Developer,1.0,5.0,No,,Chennai,Large,Married,,47.0,1,No,130953,101373,
1606,Lisa Gutierrez,,Male,,Legal,Data Engineer,25.0,,Yes,Office,Ghaziabad,Medium,Single,2.0,66.0,17,Yes,64515,191620,
2457,Anthony Richardson,59.0,Male,Diploma,Legal,Database Administrator,15.0,1.0,No,Office,Bangalore,Large,Married,7.0,49.0,3,No,84388,131806,
4155,Laura Marquez,54.0,Male,Diploma,Operations,DevOps Engineer,6.0,4.0,No,,Hyderabad,Enterprise,Married,6.0,72.0,2,No,54021,128570,
4747,Tiffany Sharp,,Male,Master's,Marketing,Finance Analyst,14.0,4.0,No,Office,Chennai,Enterprise,Married,5.0,48.0,1,Yes,28243,170040,
2876,Jeffery Price,40.0,Female,Bachelor's,Operations,Project Manager,,2.0,Yes,Office,Indore,Medium,Married,10.0,,13,No,93181,151662,
3666,Bryan Elliott,45.0,Female,Master's,Customer Support,ML Engineer,,2.0,No,Hybrid,Jaipur,Startup,Single,10.0,86.0,14,No,176557,184849,
4004,Marissa Santos,26.0,Male,Bachelor's,Sales,Frontend Developer,4.0,5.0,Yes,Office,Jaipur,Startup,Single,7.0,51.0,4,Yes,123422,125709,
2298,Mark Taylor,24.0,Female,Bachelor's,Customer Support,Database Administrator,2.0,2.0,No,,Mumbai,Large,Single,0.0,65.0,0,No,21615,96497,
439,Ronald Arroyo DVM,42.0,Female,Bachelor's,Sales,Sales Executive,4.0,5.0,No,Office,Chennai,Large,Single,7.0,75.0,0,Yes,90799,119529,
3361,Deborah Lambert,25.0,Male,Bachelor's,Operations,Data Scientist,3.0,3.0,No,Remote,Mumbai,Enterprise,Single,4.0,60.0,2,No,196268,135788,
2407,Shelia Jones,31.0,Male,,,Network Engineer,8.0,2.0,No,Remote,Hyderabad,Startup,Single,3.0,64.0,8,Yes,169369,113338,
542,Kevin Jones,21.0,Male,Master's,Research,Data Engineer,1.0,3.0,No,Hybrid,Gurgaon,Medium,Single,9.0,92.0,1,No,186415,135200,
1804,Caroline Johnson,58.0,Male,Bachelor's,HR,Project Manager,2.0,5.0,No,Remote,Delhi,Medium,Single,5.0,45.0,0,No,21336,118096,
983,Edward Myers,36.0,Male,Diploma,IT,Network Engineer,,,No,Remote,Hyderabad,Medium,Married,1.0,85.0,3,No,157161,97772,
144,Miranda Pham,47.0,Male,High School,Sales,Network Engineer,4.0,4.0,No,Office,Ghaziabad,Enterprise,Single,8.0,91.0,1,Yes,101835,135561,
4620,Alexander Allen,53.0,Female,Master's,Marketing,HR Executive,24.0,4.0,Yes,Remote,Jaipur,Medium,Single,4.0,71.0,2,No,101460,172464,
4456,Richard Davis,58.0,Female,Bachelor's,,Frontend Developer,10.0,1.0,No,Remote,Chennai,Large,Single,9.0,53.0,2,Yes,112743,131161,
1605,Kevin Miller,57.0,Female,Bachelor's,Operations,Business Analyst,17.0,3.0,No,Office,Kolkata,Large,Married,8.0,85.0,5,No,139652,152423,
1676,Amy Dixon,,Male,Bachelor's,Research,Full Stack Developer,0.0,4.0,Yes,Hybrid,Lucknow,Startup,Single,5.0,91.0,0,No,25724,107194,
2392,Joseph Ortega,31.0,Female,Bachelor's,,Data Scientist,,4.0,No,Hybrid,Kolkata,Medium,Single,9.0,78.0,9,No,147416,149330,
2035,Chase Moore,46.0,Male,Bachelor's,Customer Support,HR Executive,5.0,5.0,Yes,Hybrid,Jaipur,Large,Married,9.0,89.0,5,Yes,141321,127563,
3213,Lori Harris,24.0,Female,Diploma,Legal,HR Executive,4.0,1.0,Yes,Office,Ahmedabad,Startup,Married,3.0,60.0,2,No,53180,71075,
4457,Francisco Smith,36.0,Female,Bachelor's,Legal,Accountant,1.0,1.0,Yes,Office,Noida,Large,Married,0.0,57.0,0,No,74901,80176,
292,Christopher Anderson,43.0,Female,Diploma,Legal,ML Engineer,4.0,2.0,Yes,Office,Indore,Startup,Married,2.0,45.0,3,No,117628,106319,
330,Christopher Rodriguez,38.0,Female,Master's,Finance,HR Executive,2.0,4.0,No,Remote,Indore,Large,Married,9.0,74.0,0,No,190851,109999,
4122,Sarah Davis,54.0,Female,Master's,Finance,Finance Analyst,15.0,4.0,Yes,Office,Hyderabad,Startup,Single,10.0,94.0,1,No,152363,157123,
3945,Pamela Warren,36.0,Female,Bachelor's,IT,Marketing Manager,13.0,,No,Hybrid,Noida,Startup,Single,8.0,72.0,6,No,69550,138855,
153,Jaclyn Flores,27.0,Female,,Finance,Sales Manager,3.0,4.0,No,Hybrid,Hyderabad,Enterprise,Single,5.0,45.0,1,No,177584,116440,
492,Kayla Vega,47.0,Female,High School,Sales,Project Manager,,5.0,Yes,,Chennai,Startup,Married,6.0,97.0,3,No,117123,123571,
1916,Cory Lutz,38.0,Male,Master's,,Accountant,12.0,3.0,Yes,Office,Delhi,Startup,Single,6.0,83.0,0,Yes,105122,135399,
949,Mr. Daniel Mcpherson DVM,56.0,Male,Bachelor's,Customer Support,ML Engineer,9.0,4.0,No,Remote,Jaipur,Medium,Single,3.0,97.0,2,Yes,144809,152866,
2901,Michelle Jones,41.0,Male,Bachelor's,Research,Marketing Manager,11.0,4.0,No,Office,Ghaziabad,Enterprise,Divorced,4.0,78.0,0,Yes,60224,163812,
2479,Gary Harris PhD,38.0,Female,Master's,Finance,Data Analyst,15.0,4.0,Yes,Hybrid,Pune,Large,Married,8.0,94.0,5,No,152380,170785,
2270,Brandi Edwards,56.0,Female,Bachelor's,Legal,Database Administrator,3.0,5.0,No,Office,Lucknow,Large,Single,8.0,80.0,0,Yes,151380,134307,
2749,Madison Cruz,53.0,Male,High School,HR,Network Engineer,2.0,2.0,No,Hybrid,Mumbai,Medium,Married,10.0,74.0,1,No,107645,89577,
4897,Jessica Howell,25.0,Female,Bachelor's,Research,Marketing Executive,1.0,5.0,No,Hybrid,Chennai,Medium,Married,,97.0,0,No,129781,101741,
3124,Michael Allen,49.0,Male,High School,IT,Cloud Engineer,21.0,2.0,No,Hybrid,Lucknow,Enterprise,Single,8.0,43.0,16,No,98366,167247,
122,Paul Smith,44.0,Female,High School,Sales,Sales Executive,2.0,,No,Remote,Faridabad,Large,Married,2.0,82.0,1,Yes,124797,91234,
2999,Xavier Mcmahon,54.0,Female,Bachelor's,Administration,Cyber Security Analyst,24.0,5.0,No,Hybrid,Chennai,Enterprise,Married,8.0,73.0,14,No,66970,192913,
2125,Jessica Reeves,23.0,Female,Diploma,Finance,Cyber Security Analyst,1.0,3.0,No,Office,Faridabad,Enterprise,Single,2.0,49.0,1,Yes,93993,121729,
3403,Donald Williams,41.0,Female,Bachelor's,IT,ML Engineer,20.0,4.0,Yes,Hybrid,Chennai,Large,Married,7.0,,8,No,195877,189492,
3196,Kathleen Robinson,57.0,Female,Master's,Marketing,Data Scientist,28.0,1.0,Yes,Office,Kolkata,Large,Married,5.0,,7,No,123848,217123,
1349,Joshua Perez,45.0,Male,Bachelor's,Research,Accountant,21.0,1.0,Yes,Remote,Jaipur,Large,Married,1.0,65.0,5,No,89726,146808,
3934,Tamara Smith,53.0,Female,Bachelor's,,HR Manager,4.0,3.0,Yes,Hybrid,Jaipur,Medium,Married,7.0,62.0,2,No,97020,113703,
1427,Kathleen Sanford,34.0,Female,Bachelor's,HR,Product Manager,10.0,1.0,No,,Pune,Startup,Married,3.0,92.0,10,Yes,32236,139849,
3996,Linda Taylor,56.0,Male,PhD,Finance,Cyber Security Analyst,13.0,2.0,No,Office,Kolkata,Startup,Single,3.0,95.0,10,No,112745,167171,
2519,Barbara Bishop,24.0,Female,Master's,Marketing,Project Manager,1.0,2.0,No,Remote,Ahmedabad,Large,Married,8.0,88.0,1,No,27245,137138,
887,Troy Stevenson,34.0,Male,Diploma,IT,Marketing Executive,9.0,2.0,Yes,Hybrid,Pune,Large,Married,5.0,85.0,3,No,103905,116007,
2337,David Arnold,37.0,Female,Bachelor's,Finance,Data Engineer,8.0,1.0,No,Office,Ahmedabad,Medium,Married,5.0,56.0,7,Yes,118548,131593,
3097,Henry Bryant,39.0,Male,High School,Administration,Finance Analyst,8.0,3.0,Yes,Office,Ghaziabad,Large,Single,6.0,60.0,4,No,58765,112880,
4046,Mike Holloway,22.0,Female,Master's,Research,QA Engineer,0.0,4.0,No,Remote,Jaipur,Large,Married,9.0,95.0,0,Yes,49633,133085,
3652,Aaron Thompson,23.0,Female,Diploma,HR,Cloud Engineer,0.0,3.0,No,Office,Pune,Startup,Divorced,10.0,97.0,0,No,123042,103008,
632,David Brown,26.0,Male,Diploma,Customer Support,Accountant,1.0,5.0,Yes,Remote,Chennai,Startup,Single,8.0,75.0,1,No,66229,92948,
1854,Sabrina Lopez,,Female,,Sales,Finance Analyst,17.0,5.0,No,Office,Noida,Startup,Single,6.0,71.0,12,No,336885,402078,
2036,Jay Watson,46.0,Female,Bachelor's,Legal,Marketing Executive,9.0,3.0,Yes,Office,Lucknow,Large,Married,5.0,,0,Yes,193094,129109,
4762,Patricia Harris,21.0,Female,High School,Operations,Full Stack Developer,0.0,1.0,No,Hybrid,Bangalore,Startup,Married,10.0,,0,No,31552,82416,
890,Darryl Jordan,49.0,Female,Bachelor's,HR,Cyber Security Analyst,8.0,1.0,Yes,Office,Pune,Enterprise,Married,2.0,73.0,0,No,184813,139749,
3322,Charles Weiss,54.0,Male,Master's,Customer Support,Network Engineer,30.0,3.0,No,Office,Ahmedabad,Large,Single,3.0,80.0,13,No,195413,194306,
4068,Andrew King MD,24.0,Female,Bachelor's,,Data Analyst,0.0,5.0,Yes,Office,Gurgaon,Large,Married,5.0,42.0,0,No,129186,104039,
241,Stephanie Adams,50.0,Female,Bachelor's,Operations,Backend Developer,2.0,5.0,No,Hybrid,Lucknow,Startup,Single,2.0,,2,No,92779,95375,
4538,Michelle Alvarez,,Male,,Research,Sales Executive,2.0,5.0,No,Hybrid,Delhi,Enterprise,Single,6.0,70.0,1,No,78089,130624,
2877,Monique Wagner,58.0,Male,Bachelor's,IT,Business Analyst,6.0,3.0,Yes,Hybrid,Kolkata,Medium,Married,9.0,55.0,0,No,185064,118532,
1502,Sandra Johnson,54.0,Male,Master's,Finance,Product Manager,28.0,3.0,Yes,Hybrid,Jaipur,Large,Married,,,2,No,130325,238199,
4718,Michael Lawrence,32.0,Female,Diploma,Marketing,HR Manager,1.0,1.0,No,Hybrid,Mumbai,Large,Married,10.0,71.0,1,No,166625,96784,
4212,Lisa Peters,22.0,Female,Diploma,Marketing,Marketing Executive,2.0,1.0,Yes,Office,Indore,Startup,Married,5.0,,0,Yes,89420,90222,
3942,Michael Taylor,38.0,Female,Diploma,Legal,HR Manager,8.0,2.0,No,Office,Delhi,Enterprise,Married,1.0,,1,Yes,24139,129376,
3689,Kenneth Kennedy,24.0,Female,Master's,IT,Cyber Security Analyst,0.0,5.0,Yes,,Mumbai,Medium,Married,3.0,65.0,0,No,143856,130295,
3253,Tina Baxter,43.0,Male,Master's,Research,Finance Analyst,5.0,5.0,Yes,Office,Jaipur,Startup,Single,6.0,75.0,5,No,136028,128309,
4006,Mary Roman,23.0,Male,Diploma,IT,Data Engineer,1.0,4.0,Yes,Remote,Bangalore,Enterprise,Single,0.0,48.0,1,No,112292,119699,
3336,Steven Hendrix,48.0,Female,Diploma,Legal,Project Manager,23.0,5.0,Yes,Office,Ghaziabad,Medium,Married,3.0,49.0,1,No,182181,175672,
